,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income_bracket,income,gender,srace,Y,attr
38,38,20,4,257509,11,9,4,3,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
39,39,65,4,136384,12,14,2,10,0, White, Male,0,0,50, United-States, >50K.,1,1,4,-1,-1
40,40,44,5,120277,8,11,2,12,0, White, Male,0,0,45, United-States, >50K.,1,1,4,-1,-1
41,41,36,4,465326,11,9,2,5,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
42,42,29,4,103634,1,7,2,8,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
43,43,20,7,138371,15,10,4,5,3, White, Male,0,0,32, United-States, <=50K.,0,1,4,1,-1
44,44,28,4,242832,8,11,2,10,5, White, Female,0,0,36, United-States, >50K.,1,0,4,-1,1
45,45,39,4,290208,5,4,2,3,0, White, Male,0,0,40, Mexico, <=50K.,0,1,4,1,-1
46,46,54,4,186272,15,10,2,14,0, White, Male,3908,0,50, United-States, <=50K.,0,1,4,1,-1
47,47,52,4,201062,1,7,5,9,1, Black, Female,0,0,18, United-States, <=50K.,0,0,2,1,1
48,48,56,5,131916,11,9,6,4,1, White, Female,0,0,50, United-States, <=50K.,0,0,4,1,1
49,49,18,4,54440,15,10,4,8,3, White, Male,0,0,20, United-States, <=50K.,0,1,4,1,-1
50,50,39,4,280215,11,9,0,6,3, Black, Male,0,0,40, United-States, <=50K.,0,1,2,1,-1
51,51,21,4,214399,15,10,4,8,3, White, Female,0,1721,24, United-States, <=50K.,0,0,4,1,1
52,52,22,4,54164,11,9,4,8,1, White, Male,14084,0,60, United-States, >50K.,1,1,4,-1,-1
53,53,38,4,219446,6,5,3,4,1, White, Male,0,0,54, Mexico, <=50K.,0,1,4,1,-1
54,54,21,4,110677,15,10,4,1,3, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
55,55,63,4,145985,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
56,56,34,2,382078,9,13,2,4,0, White, Male,3103,0,50, United-States, >50K.,1,1,4,-1,-1
57,57,42,5,170721,11,9,2,4,0, White, Male,5178,0,50, United-States, >50K.,1,1,4,-1,-1
58,58,33,4,269705,11,9,2,6,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
59,59,30,4,101135,9,13,4,4,1, White, Female,0,0,50, United-States, <=50K.,0,0,4,1,1
60,60,39,4,118429,15,10,0,12,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
61,61,26,4,31208,12,14,4,4,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
62,62,33,4,281384,11,9,4,7,3, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
63,63,47,2,171807,11,9,0,1,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
64,64,41,4,109912,9,13,4,8,1, White, Female,0,0,40, ?, <=50K.,0,0,4,1,1
65,65,41,5,445382,7,12,2,3,0, White, Male,15024,0,60, United-States, >50K.,1,1,4,-1,-1
66,66,19,4,105460,15,10,4,8,3, White, Male,0,0,20, United-States, <=50K.,0,1,4,1,-1
67,67,46,4,170338,11,9,5,14,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
68,68,43,4,102606,11,9,2,12,0, White, Male,0,0,48, United-States, <=50K.,0,1,4,1,-1
69,69,55,4,323887,15,10,2,4,0, White, Male,15024,0,45, United-States, >50K.,1,1,4,-1,-1
70,70,46,4,175622,8,11,2,13,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
71,71,30,4,229636,11,9,2,7,0, White, Male,0,0,40, Mexico, <=50K.,0,1,4,1,-1
72,72,21,4,388946,15,10,5,6,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
73,73,46,4,269034,15,10,2,3,0, Other, Male,0,0,40, Dominican-Republic, <=50K.,0,1,3,1,-1
74,74,17,0,165361,0,6,4,0,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
75,75,41,4,75012,11,9,2,7,0, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
76,76,69,5,174379,11,9,2,12,0, White, Male,0,0,30, United-States, <=50K.,0,1,4,1,-1
77,77,50,4,312477,11,9,2,14,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
78,78,20,4,72055,15,10,4,1,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
79,79,45,5,67001,15,10,2,7,0, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
80,80,23,4,213734,9,13,4,4,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
81,81,24,4,83141,15,10,5,8,1, White, Male,0,1876,40, United-States, <=50K.,0,1,4,1,-1
82,82,44,5,223881,11,9,2,3,0, White, Male,99999,0,50, ?, >50K.,1,1,4,-1,-1
83,83,31,6,113752,15,10,2,3,0, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
84,84,43,4,170482,11,9,5,7,1, White, Female,0,0,44, United-States, <=50K.,0,0,4,1,1
85,85,20,1,244689,1,7,4,8,3, White, Female,0,0,10, United-States, <=50K.,0,0,4,1,1
86,86,55,4,160631,11,9,2,12,0, White, Male,0,0,56, United-States, >50K.,1,1,4,-1,-1
87,87,24,1,228724,15,10,4,2,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
88,88,41,0,38434,12,14,2,0,5, White, Female,7688,0,10, United-States, >50K.,1,0,4,-1,1
89,89,59,4,292946,9,13,4,4,1, White, Female,0,0,25, United-States, <=50K.,0,0,4,1,1
90,90,49,1,77443,5,4,4,8,1, Black, Male,0,0,20, United-States, <=50K.,0,1,2,1,-1
91,91,33,4,176410,12,14,2,10,5, White, Female,5178,0,10, United-States, >50K.,1,0,4,-1,1
92,92,59,1,98984,9,13,0,1,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
93,93,34,4,198751,12,14,4,8,1, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K.,0,1,0,1,-1
94,94,20,4,479296,11,9,4,6,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
95,95,25,4,235218,9,13,4,4,3, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
96,96,49,4,164877,0,6,2,5,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
97,97,59,4,272087,11,9,2,14,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
98,98,20,4,169699,11,9,4,1,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
99,99,51,0,189762,15,10,2,0,5, White, Female,0,0,18, United-States, <=50K.,0,0,4,1,1
100,100,33,4,202191,15,10,4,1,4, Black, Female,0,0,35, United-States, <=50K.,0,0,2,1,1
101,101,22,4,212261,15,10,4,14,3, Black, Male,0,0,39, United-States, <=50K.,0,1,2,1,-1
102,102,58,6,301568,6,5,6,8,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
103,103,52,2,155233,11,9,6,1,4, White, Female,0,0,28, United-States, <=50K.,0,0,4,1,1
104,104,36,4,75826,0,6,5,7,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
105,105,41,2,201520,11,9,2,11,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
106,106,28,4,154236,11,9,4,14,3, White, Male,2597,0,40, United-States, <=50K.,0,1,4,1,-1
107,107,19,4,289227,15,10,4,6,3, Black, Male,0,0,16, United-States, <=50K.,0,1,2,1,-1
108,108,18,4,217439,11,9,4,8,1, White, Female,0,0,28, United-States, <=50K.,0,0,4,1,1
109,109,18,4,179020,11,9,4,7,3, White, Female,0,0,48, United-States, <=50K.,0,0,4,1,1
110,110,28,4,149624,15,10,2,3,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
111,111,29,4,337266,8,11,2,4,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
112,112,20,0,30796,11,9,4,0,3, White, Female,0,0,20, United-States, <=50K.,0,0,4,1,1
113,113,40,4,103541,15,10,2,6,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
114,114,26,4,206721,11,9,4,6,4, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
115,115,46,4,96773,11,9,2,3,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
116,116,23,4,200967,1,7,4,8,1, White, Female,0,0,24, United-States, <=50K.,0,0,4,1,1
117,117,44,4,180019,11,9,3,1,4, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
118,118,43,4,179866,9,13,0,12,4, White, Female,0,0,40, United-States, >50K.,1,0,4,-1,1
119,119,31,2,198770,9,13,0,10,4, White, Female,0,0,60, United-States, <=50K.,0,0,4,1,1
120,120,18,4,219256,15,10,4,12,3, White, Female,0,0,25, United-States, <=50K.,0,0,4,1,1
121,121,19,4,248730,15,10,4,11,3, White, Male,0,0,30, United-States, <=50K.,0,1,4,1,-1
122,122,41,4,110732,15,10,0,13,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
123,123,41,4,181020,11,9,0,6,4, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
124,124,69,4,183791,11,9,0,1,1, White, Female,0,0,25, United-States, <=50K.,0,0,4,1,1
125,125,48,1,42972,10,16,2,10,5, White, Female,0,0,40, United-States, >50K.,1,0,4,-1,1
126,126,28,4,134813,11,9,4,10,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
127,127,27,6,115438,11,9,2,3,0, White, Male,0,0,60, Ireland, >50K.,1,1,4,-1,-1
128,128,41,4,239296,12,14,2,10,0, White, Male,0,2415,50, United-States, >50K.,1,1,4,-1,-1
129,129,41,4,428420,15,10,2,1,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
130,130,24,4,247846,11,9,4,3,4, Black, Female,0,0,40, United-States, <=50K.,0,0,2,1,1
131,131,20,0,334105,11,9,4,0,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
132,132,42,5,100793,10,16,2,10,0, White, Male,0,0,41, United-States, >50K.,1,1,4,-1,-1
133,133,57,4,244478,11,9,2,3,0, Black, Male,0,0,48, United-States, <=50K.,0,1,2,1,-1
134,134,30,4,142921,7,12,4,10,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
135,135,36,4,182863,11,9,2,12,0, White, Male,0,0,60, United-States, >50K.,1,1,4,-1,-1
136,136,49,4,171128,5,4,2,7,0, Black, Male,0,0,40, United-States, <=50K.,0,1,2,1,-1
137,137,33,4,145402,11,9,2,7,5, White, Female,0,0,35, United-States, <=50K.,0,0,4,1,1
138,138,23,4,306309,0,6,2,5,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
139,139,46,4,83822,12,14,2,10,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
140,140,18,4,262118,15,10,4,1,3, Asian-Pac-Islander, Female,0,0,22, Germany, <=50K.,0,0,1,1,1
141,141,40,4,155972,11,9,2,4,0, White, Male,7688,0,55, United-States, >50K.,1,1,4,-1,-1
142,142,43,5,214503,11,9,2,4,0, White, Male,0,1887,45, United-States, >50K.,1,1,4,-1,-1
143,143,34,4,159303,12,14,4,10,3, White, Female,0,0,30, United-States, <=50K.,0,0,4,1,1
144,144,47,6,174995,11,9,6,4,1, White, Female,0,0,30, United-States, <=50K.,0,0,4,1,1
145,145,44,4,26669,8,11,6,4,4, White, Female,0,0,30, United-States, <=50K.,0,0,4,1,1
146,146,33,4,177727,11,9,2,12,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
147,147,55,4,124771,9,13,2,4,0, White, Male,15024,0,50, United-States, >50K.,1,1,4,-1,-1
148,148,19,4,456736,11,9,4,12,1, White, Male,2907,0,30, United-States, <=50K.,0,1,4,1,-1
149,149,28,4,216604,15,10,4,8,1, Black, Male,0,0,14, United-States, <=50K.,0,1,2,1,-1
150,150,27,4,221561,1,7,2,8,5, Black, Female,0,0,32, United-States, <=50K.,0,0,2,1,1
151,151,50,4,114564,5,4,2,7,0, White, Male,0,0,20, United-States, <=50K.,0,1,4,1,-1
152,152,22,4,315476,1,7,4,3,4, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
153,153,40,7,67874,9,13,2,1,0, White, Male,0,1887,45, United-States, >50K.,1,1,4,-1,-1
154,154,25,4,126110,15,10,4,1,3, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
155,155,26,2,102264,11,9,4,3,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
156,156,22,4,537222,9,13,4,12,1, White, Male,0,0,25, United-States, <=50K.,0,1,4,1,-1
157,157,42,4,113732,15,10,4,6,4, Black, Female,0,625,40, United-States, <=50K.,0,0,2,1,1
158,158,38,5,93225,9,13,0,4,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
159,159,55,4,43064,1,7,2,8,0, White, Male,0,0,30, United-States, <=50K.,0,1,4,1,-1
160,160,32,4,136921,11,9,2,12,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
161,161,22,4,388885,11,9,2,3,0, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
162,162,29,4,142249,9,13,4,12,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
163,163,46,7,56841,12,14,2,4,0, White, Male,0,0,45, United-States, >50K.,1,1,4,-1,-1
164,164,31,4,156493,15,10,2,4,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
165,165,58,6,159021,10,16,2,10,0, White, Male,0,0,16, United-States, >50K.,1,1,4,-1,-1
166,166,42,4,190910,11,9,2,3,0, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
167,167,18,4,41879,11,9,4,6,4, White, Male,0,0,25, United-States, <=50K.,0,1,4,1,-1
168,168,58,2,137249,11,9,0,4,1, White, Male,0,0,33, United-States, <=50K.,0,1,4,1,-1
169,169,54,4,236157,11,9,2,10,0, White, Male,0,1887,40, United-States, >50K.,1,1,4,-1,-1
170,170,34,4,189759,12,14,4,10,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
171,171,26,4,239877,9,13,4,1,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
172,172,61,4,21175,2,8,2,4,0, White, Male,0,0,60, United-States, <=50K.,0,1,4,1,-1
173,173,48,2,67229,12,14,5,1,4, Black, Female,0,0,40, United-States, <=50K.,0,0,2,1,1
174,174,36,4,236391,15,10,2,4,0, White, Male,0,0,45, United-States, >50K.,1,1,4,-1,-1
175,175,24,4,325596,8,11,2,7,0, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
176,176,40,4,83411,15,10,2,7,0, White, Male,0,0,37, United-States, <=50K.,0,1,4,1,-1
177,177,33,5,154227,11,9,2,12,0, White, Male,0,0,50, United-States, >50K.,1,1,4,-1,-1
178,178,37,4,248010,15,10,2,7,0, White, Male,0,1887,40, United-States, >50K.,1,1,4,-1,-1
179,179,34,4,198613,12,14,4,4,3, White, Male,4650,0,40, United-States, <=50K.,0,1,4,1,-1
180,180,56,5,321529,15,10,2,4,0, White, Male,15024,0,40, United-States, >50K.,1,1,4,-1,-1
181,181,28,0,168524,11,9,2,0,3, White, Female,0,0,38, United-States, >50K.,1,0,4,-1,1
182,182,37,4,203079,9,13,6,4,1, White, Female,0,0,55, United-States, <=50K.,0,0,4,1,1
183,183,44,4,284652,11,9,0,12,4, Black, Female,0,0,40, United-States, <=50K.,0,0,2,1,1
184,184,64,0,201368,15,10,2,0,0, White, Male,0,0,8, United-States, <=50K.,0,1,4,1,-1
185,185,54,4,59840,11,9,0,6,1, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
186,186,23,4,52753,11,9,4,7,1, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
187,187,34,7,513100,9,13,3,5,1, Black, Male,0,0,40, ?, <=50K.,0,1,2,1,-1
188,188,22,4,199266,11,9,4,8,1, White, Female,0,0,45, United-States, <=50K.,0,0,4,1,1
189,189,33,4,196385,9,13,2,4,0, White, Male,0,1977,40, United-States, >50K.,1,1,4,-1,-1
190,190,39,4,163205,9,13,5,10,1, White, Male,0,0,50, United-States, >50K.,1,1,4,-1,-1
191,191,47,4,411047,15,10,0,1,1, Black, Female,0,0,37, United-States, <=50K.,0,0,2,1,1
192,192,79,0,48574,5,4,6,0,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
193,193,26,4,209440,11,9,4,10,4, Black, Female,0,0,55, United-States, <=50K.,0,0,2,1,1
194,194,31,4,56964,15,10,0,4,4, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
195,195,44,4,299197,15,10,4,14,1, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
196,196,42,5,240628,14,15,2,10,5, White, Female,0,0,50, United-States, >50K.,1,0,4,-1,1
197,197,19,4,355313,11,9,4,7,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
198,198,27,4,132267,11,9,2,6,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
199,199,51,2,174861,15,10,2,11,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
200,200,28,5,142443,9,13,2,4,0, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
201,201,57,4,26716,9,13,0,3,1, White, Male,0,0,45, United-States, <=50K.,0,1,4,1,-1
202,202,45,2,185588,9,13,0,10,4, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
203,203,50,4,175029,8,11,2,10,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
204,204,34,5,34848,9,13,2,12,0, White, Male,0,0,54, United-States, <=50K.,0,1,4,1,-1
205,205,45,4,411273,5,4,2,3,0, Black, Male,0,0,40, United-States, <=50K.,0,1,2,1,-1
206,206,73,2,143437,11,9,2,4,0, White, Male,0,0,20, United-States, <=50K.,0,1,4,1,-1
207,207,34,4,357145,9,13,2,10,5, White, Female,0,0,50, United-States, >50K.,1,0,4,-1,1
208,208,31,4,236861,15,10,2,12,0, White, Male,0,0,55, United-States, >50K.,1,1,4,-1,-1
209,209,19,4,53355,1,7,4,12,1, White, Male,0,0,12, United-States, <=50K.,0,1,4,1,-1
210,210,25,4,29106,15,10,4,8,3, White, Female,0,0,50, United-States, <=50K.,0,0,4,1,1
211,211,38,1,213274,8,11,0,3,4, White, Female,6497,0,40, United-States, <=50K.,0,0,4,1,1
212,212,39,4,22463,9,13,2,14,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
213,213,23,4,180497,9,13,4,13,3, Black, Female,0,0,32, United-States, <=50K.,0,0,2,1,1
214,214,49,4,37306,11,9,2,7,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
215,215,33,1,137814,11,9,4,8,1, White, Male,0,0,32, United-States, <=50K.,0,1,4,1,-1
216,216,21,4,447488,4,3,4,7,2, White, Male,0,0,38, Mexico, <=50K.,0,1,4,1,-1
217,217,31,4,220915,8,11,5,3,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
218,218,23,4,42251,9,13,4,4,1, White, Female,0,0,45, United-States, <=50K.,0,0,4,1,1
219,219,34,4,162312,9,13,2,1,0, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K.,0,1,1,1,-1
220,220,25,4,77698,11,9,4,7,1, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K.,0,0,1,1,1
221,221,39,4,282951,11,9,4,3,4, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
222,222,52,5,311259,11,9,2,12,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
223,223,63,2,65479,6,5,2,14,0, White, Male,7688,0,40, United-States, >50K.,1,1,4,-1,-1
224,224,41,4,277256,15,10,2,3,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
225,225,46,4,312088,9,13,2,10,0, White, Male,15024,0,38, United-States, >50K.,1,1,4,-1,-1
226,226,53,2,169719,11,9,2,4,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
227,227,25,0,270276,6,5,5,0,1, White, Female,1055,0,40, United-States, <=50K.,0,0,4,1,1
228,228,77,0,172744,15,10,2,0,0, White, Male,0,0,35, United-States, <=50K.,0,1,4,1,-1
229,229,18,4,96869,2,8,4,9,3, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
230,230,38,4,237943,14,15,2,10,0, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
231,231,55,4,119751,12,14,4,4,4, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K.,0,0,1,1,1
232,232,34,4,236861,11,9,2,13,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
233,233,80,6,201092,11,9,2,8,0, White, Male,0,0,30, United-States, <=50K.,0,1,4,1,-1
234,234,34,4,147215,8,11,0,13,4, White, Female,0,0,60, United-States, <=50K.,0,0,4,1,1
235,235,52,4,152373,15,10,2,13,0, White, Male,5013,0,40, United-States, <=50K.,0,1,4,1,-1
236,236,42,4,227968,11,9,4,8,4, Black, Female,0,0,28, Haiti, <=50K.,0,0,2,1,1
237,237,26,4,362617,15,10,4,12,1, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
238,238,31,4,103435,11,9,2,14,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
239,239,25,2,281412,11,9,4,8,3, White, Female,0,0,35, United-States, <=50K.,0,0,4,1,1
240,240,55,6,105239,11,9,2,3,0, White, Male,0,2057,60, United-States, <=50K.,0,1,4,1,-1
241,241,19,4,230165,15,10,4,8,3, White, Female,0,0,12, United-States, <=50K.,0,0,4,1,1
242,242,62,6,177493,15,10,2,14,0, White, Male,0,0,32, United-States, <=50K.,0,1,4,1,-1
243,243,22,1,104443,15,10,4,1,3, White, Female,0,0,20, United-States, <=50K.,0,0,4,1,1
244,244,39,0,110342,11,9,2,0,5, White, Female,0,0,50, United-States, <=50K.,0,0,4,1,1
245,245,35,4,143385,11,9,2,6,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
246,246,28,4,107189,11,9,2,12,3, White, Female,0,0,40, United-States, <=50K.,0,0,4,1,1
247,247,47,4,212944,11,9,2,14,0, White, Male,0,0,70, United-States, >50K.,1,1,4,-1,-1
248,248,44,7,138634,11,9,2,7,0, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
249,249,21,4,99970,15,10,4,12,3, White, Male,0,0,15, United-States, <=50K.,0,1,4,1,-1
250,250,35,4,203717,8,11,4,3,1, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
251,251,24,4,313956,9,13,2,10,0, White, Male,0,0,40, United-States, >50K.,1,1,4,-1,-1
252,252,42,1,177937,9,13,4,10,1, White, Male,0,0,40, ?, <=50K.,0,1,4,1,-1
253,253,28,4,193868,9,13,4,13,3, White, Male,0,0,50, United-States, <=50K.,0,1,4,1,-1
254,254,21,4,250939,15,10,4,7,2, White, Male,0,0,35, United-States, <=50K.,0,1,4,1,-1
255,255,62,1,57629,15,10,0,13,1, Black, Male,4650,0,40, United-States, <=50K.,0,1,2,1,-1
256,256,39,4,281768,11,9,4,8,1, Black, Female,0,0,40, United-States, <=50K.,0,0,2,1,1
257,257,30,7,260782,11,9,4,8,1, White, Male,0,0,40, United-States, <=50K.,0,1,4,1,-1
258,258,72,6,243769,14,15,4,10,1, White, Male,0,1429,20, United-States, <=50K.,0,1,4,1,-1
